sujet;texte
CONTRE le Plan national d’actions (PNA) sur les loups , le 24 novembre 2023 à 15h33;Je suis contre ce nouveau plan national d’actions concernant les loups. Le projet de PNA favorise l’élevage au détriment des loups : Il inverse la logique des PNA, censés être protecteurs, et se fait l’écho de la grogne anti-loups des éleveurs qu’il défend. Il maintient le principe injustifié de non-protégeabilité des troupeaux de vaches : un éleveur peut laisser son troupeau de vaches vagabonder sans aucune surveillance ni protection, puis venir réclamer des autorisations pour tuer des loups. Le projet de PNA n’insiste pas assez sur la protection des troupeaux par des méthodes non létales : Aucun bilan/retour d’expérience sur les mesures de protection des troupeaux n’a été établi. Le PNA ne prend pas la peine de renforcer les mesures de contrôle sur la mise en œuvre des mesures de protection des troupeaux. Le projet de PNA méprise les impacts positifs des loups au sein des écosystèmes et ne les aborde même pas : Les loups contribuent pourtant à maintenir l’équilibre des milieux naturels en limitant le développement des populations de cervidés et de sangliers. Les loups sont des auxiliaires de la biodiversité. Le projet d’arrêté renforce le recours aux tirs létaux au détriment de solutions alternatives : Le projet d’arrêté comporte une série de mesures destinées à s’assurer que les tirs tuent encore plus efficacement. Ce projet ouvre indirectement la porte à une inacceptable augmentation des plafonds d’abattage des loups, espèce pourtant protégée. Le projet d’arrêté contrevient à la logique des dérogations « espèces protégées » qui doivent normalement conserver un caractère exceptionnel et de dernier recours. Le projet d’arrêté maintient les « tirs de prélèvement » : Les « tirs de prélèvement » - qui s’apparentent à de véritables chasses aux loups - demeurent avec le projet. Le gouvernement n’a même pas l’intention de faire ne serait-ce qu’un petit pas en faveur des loups en mettant fin à cette possibilité.   CONCLUSION :                                                                                                                                 Si un animal arrive a tuer une ou plusieures de mes poules c’est parce que JE n’ai pas suffisamment fait pour les protéger ET le gouvernement ne m’indemnisera pas !! Pourtant je perds de l’argent aussi. Arrêtons de vouloir éradiquer les espèces qui nous dérangent. Le plus grand prédateur sur cette planète c’est l’humain qui tue par plaisir et par cupidité !
Avis défavorable, le 24 novembre 2023 à 15h33;"Non au ""prélèvement"" des loups, oui aux solutions alternatives"
CONTRE le Plan national d’actions (PNA) sur les loups, le 24 novembre 2023 à 15h36;CONTRE le Plan national d’actions (PNA) sur les loups
"Non, le PNA ""loup"" n’est pas acceptable., le 24 novembre 2023 à 15h41";"Apparemment, dans ce pays, pour l’état et ses préfets, les ""problèmes"" en relation avec la faune sauvage ne peuvent être réglés qu’à coups de fusil,  voir ce qui arrive aux bouquetins du Bargy, massacrés périodiquement, prétextant un risque d’épizootie transmissible au bétail domestique, même si le nombre de bêtes malades est avéré < 5%… Une logique économique, ou plutôt financière, qui prévaut également pour la ""gestion"" du loup : on connaît les coûts directs liés aux indemnisations, mais on n’essaie pas d’évaluer l’apport indirect des activités ""lupines"", dont une importante occupation est la prédation les bêtes malades. Évidemment, ça retire aussi des cibles aux ""chasseurs-régulateurs"" qui peuvent, p. exemple, se lâcher sur la régulation des cervidés depuis pas mal d’années… Dans  plusieurs pays d’Europe, la coexistence entre élevage et grands prédateurs, à défaut d’être parfaitement pacifique, est culturellement très bien admise, et les mesures de protection des troupeaux s’avèrent efficaces.  Les chiens, les clôtures, la surveillance humaine sont des solutions que nombre de nos éleveurs, qui sont sans doute aussi intelligents que des italiens ou des espagnols, mettent d’ores et déjà en œuvre avec succès. Il y aura toujours des pertes. Maladies, accidents sont présents. La prédation par canidés n’est pas apparue avec le retour du loup non plus, mais il est sans doute tentant de gonfler son palmarès vs chiens errants, dont on parle peu… Et je ne parle pas de l’aspect juridique plus que discutable, tant il est évident que les décideurs politiques s’assoient dessus allègrement… Mais bon, entre ce gouvernement et le passage en force, c’est une grande histoire d’amour."
En défaveur du PNA, le 24 novembre 2023 à 15h44;A l’opposé des bases scientifiques connus.  Le principe de non protégeabilité de troupeaux est maintenu l’avis du Conseil national de la protection de la nature. Les intérêts  économiques semble donc primer sur la statut d’espèce protéger.
Ne protégeons pas QUE LES ELEVAGES ! , le 24 novembre 2023 à 15h45;"Protégeons AUSSI LES LOUPS ! qui ont toute leur place dans l’écosystème ! Les pays voisins de la France parviennent à gérer cette cohabitation , pourquoi pas la France ???  Les éleveurs et les bergers doivent évoluer et changer leur mode de fonctionnement , ce n’est pas au loup à payer l’inaction de ces derniers et de nos décideurs trop prompts à éliminer tout ce qui "" gêne ""l’activité humaine !  Faisons preuve de réfléxion et d’adaptation car NOUS FAISONS PARTIE DE CET ECOSYSTEME et en le détruisant , nous COURRONS A NOTRE PERTE !!!"
Avis défavorable , le 24 novembre 2023 à 15h47;Ce PNA n’est en réalité pas un plan d’action visant à favoriser le bon état de conservation du loup. Nous demandons l’abandon de ce projet et le retour à un texte plus équilibré, prenant en compte les avis scientifiques et les travaux du Groupe National Loup
NON AU PROJET DE PNA, le 24 novembre 2023 à 15h57;La protection des loups n’est pas abordée dans le projet : Aucun objectif de protection des loups ne figure dans le projet alors que l’espèce est classée « vulnérable » en France. Rien n’est prévu pour garantir que la population de loups se portera bien à l’avenir. Le projet de PNA va même jusqu’à acter la nécessité de renforcer le recours aux tirs létaux. Difficile d’imaginer moins protecteur que cela. Comme l’indique le CNPN, la continuité des tirs, y compris durant la période de reproduction, est contraire à l’essence même du statut d’espèce protégée. Le projet de PNA favorise l’élevage au détriment des loups : Il inverse la logique des PNA, censés être protecteurs, et se fait l’écho de la grogne anti-loups des éleveurs qu’il défend. Il maintient le principe injustifié de non-protégeabilité des troupeaux de vaches : un éleveur peut laisser son troupeau de vaches vagabonder sans aucune surveillance ni protection, puis venir réclamer des autorisations pour tuer des loups. Le projet de PNA n’insiste pas assez sur la protection des troupeaux par des méthodes non létales : Aucun bilan/retour d’expérience sur les mesures de protection des troupeaux n’a été établi. Le PNA ne prend pas la peine de renforcer les mesures de contrôle sur la mise en œuvre des mesures de protection des troupeaux. Le projet de PNA méprise les impacts positifs des loups au sein des écosystèmes et ne les aborde même pas : Les loups contribuent pourtant à maintenir l’équilibre des milieux naturels en limitant le développement des populations de cervidés et de sangliers. Les loups sont des auxiliaires de la biodiversité.
Défavorable à ce projet de PNA , le 24 novembre 2023 à 15h58;Je suis contre ce plan national d’actions sur le loup. Le loup a sa place dans la nature et agit en tant que régulateur des espèces en surnombre dans la nature grâce à son rôle de prédateur. Les attaques sur les troupeaux d’ovins peuvent être prévenues grâce à des moyens dissuasifs comme les chiens de berger comme le Patou.  Bref laissez la nature en paix !
Non au projet PNA du loup 2024-2029, le 24 novembre 2023 à 15h59;Non au projet PNA du loup 2024-2029… A quand un véritable projet sur et pour le loup !!!  Le changement du statut du loup n’est pas admissible dans ce projet !!!  Le loup doit rester une espèce protégée et vous devriez éviter les « tirs dérogatoires »…  Il serait bon de commencer à montrer de vraies valeurs en s’orientant vers une véritable cohabitation avec le loup, qui serait profitable à tous ( éleveurs, tourisme etc…)… Prenons exemple sur nos amis frontaliers Italiens en rendant une interdiction totale de tuer le loup !!!!
Mme, le 23 novembre 2023 à 17h07;Stop à l’éradication du loup.
PNA 2024-2029 pas acceptable en l’état , le 23 novembre 2023 à 17h32;"Les éleveurs prédatés et leurs voisins vivent un enfer.  En Lozère, mon exploitation en ovins a été victime du loup le 9 septembre 2019 et le 17 juillet 2021.Nous avons , et tous nos voisins éleveurs et leur famille ,dans un rayon de 10 km à vol d’oiseau , ont connu un état permanent d’anxiété et de fatigue jusqu’à la rentrée des troupeaux le 10 décembre  . Quand revient le printemps à la sortie du pâturage , les symptômes (anxiété, trouble du sommeil…) réapparaissent bien vite .  Je dois rester avec mes animaux , il n’y a plus de vie de famille normale, pas de prise de repas en commun , pas d’invitation, on s’isole…   Le préjudice moral des éleveurs éprouvés par la prédation n’est pas reconnu . Quelques minutes de jeu de chasse du loup ( tuerie sans avoir consommé un kg de viande !!!  ) anéantissent notre  travail et notre vie d’homme, de femme , de père, de mère , de grand père, de grand mère, d’enfant , d’ado . Le plan Loup doit donner du pouvoir au Préfet départemental pour agir vite  dès la 1 ère attaque et dans les minutes qui suivent et non pas des semaines voir des mois  …Pour être efficace, l’intervention des louvetiers doit être rapide à la suite d’une attaque. Elle ne doit pas être freinée par l’administration. Les préjudices indirects doivent être indemnisés à leur juste valeur. Non pas à un pourcentage de perte par rapport aux bêtes tuées et donc mortes mais à la réalité de la perte subie de l’élevage sur l’année de production. Les autorisations de tirs manquent de cohérence.  Elles sont délivrées à l’échelle d’exploitations localisées et ciblées sur certaines espèces animales et ne répondent pas à une logique territoriale. Le Parc National des Cévennes est le seul parc habité et donc avec des éleveurs et leurs animaux domestiques . Mais ils ne peuvent pas se défendre : leur autoriser les tirs de défense simple  est une nécessité . Toute l’économie rurale et l’avenir des territoires ruraux vont subir les méfaits du loup. Le renouvellement des générations d’éleveurs ne se fait plus. L’embroussaillement gagne des territoires. Sans pâturage, le feu fera des ravages.  Les jeunes délaissent les systèmes d’exploitations  liés au pastoralisme ( reconnaissance UNESCO) pourtant dotés AOP Roquefort , IGP Pérail , Label Rouge … Comme l’a dit la présidente de la Commission européenne, Ursula Von der Leyen, il faut revoir le statut du loup sans délai ; c’est indispensable pour la survie du pastoralisme."
