sujet;texte
Plan Loup, le 27 mars 2024 à 13h47;Oui au nouveau système de comptage de population avec participation des fédérations Cynégétiques.
Estimation de la population de loups, le 27 mars 2024 à 13h48;D’accord pour la méthode CMR, plus fiable. Je demande que les instances cynégétiques soient associées à ces comptages. Cordialement
Modification comptage loup, le 27 mars 2024 à 14h29;Je suis favorable à l’évolution du mode de comptage avec la participation des fédérations de chasse
Avis personnel , le 27 mars 2024 à 14h54;"Oui à une méthode de comptage fiable ; Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage"
stop à la destruction du loup, le 27 mars 2024 à 15h28;En qualité d’association agréée de protection de l’environnement l’Association Rurale Brayonne pour le Respect de l’Environnement émet les observations suivantes sur le projet d’arrêté : Le but de cette modification est de valider un nouveau mode de calcul (CMR).  La note de contexte affirme que l’indicateur actuel EMR est source d’incertitudes, l’accusant d’être inintelligible, des affirmations gratuites, sans un seul élément factuel prouvant cette réalité. De la même manière, la note explique que l’actuelle méthode qui reprend pourtant une partie des chiffres de la méthode CMR ne permet d’avoir des chiffres définitifs que des années après. Là encore,  la note de contexte n’apporte aucunes précisions sur les raisons de ces retards. Délai qui pourrait être lié au temps que demandes les analyses génétiques. Pourtant, c’est la méthode que veut privilégier le projet actuel, on cherche à comprendre le bien fondé d’un tel choix? L’actuel méthode dite « CMR interpolée » permet bien de dégager un chiffre et de fait au fil des années une tendance du nombre d’individus. Chiffres qui de toute façon seront en perpétuel fluctuation en raison de la mortalité ( tirs de destruction, de défense, collisions avec un véhicule, braconnage ). Une politique de tirs contre productive, qui désorganise les meutes, favorise la dispersion et de fait la prédation. Demain, par la mise en place de ce nouvel arrêté, que deviennent les observations du Réseau Loup-Lynx (plus de 4000 membres) l’État ne cherche t’il pas tout simplement à écarter les bénévoles (45%) et les services de l’État (55%) issus d’horizons différents et agissant en faveur de la protection de l’espèce ? L’ambition de ce projet d’arrêté, n’est pas d’assurer la protection du loup, mais bien de mettre en place une méthode de calcul permettant une augmentation des tirs sur décision préfectorale. Il s’agit  ni plus ni moins là, de répondre à une demande corporatiste des éleveurs. On se fait peut être là, une idée plus précise, « des acteurs » comme l’indique la note de contexte qui ont du mal à comprendre et surtout accepter la présence du loup sur le territoire. La France si prompte à faire la leçon à tout le monde est incapable de protéger ses grands prédateurs   loup, lynx, ours. Nos voisins Italiens dans les Abruzzes, tout comme les Suisses (canton de Ht Valais) arrivent à cohabiter avec l’espèce. Les aides liées à la présence du loup peuvent s’élever à 30 000€ (financement des chiens et leur nourriture, enclos, etc). Tout cet argent public mis au service du pastoralisme par tous les français, impose des devoirs et des contreparties à ceux qui le perçoive : Respecter la protection stricte du loup en France. En conclusion,  la note de contexte par l’insuffisance d’ informations factuelles ne permet pas au citoyen d’apporter un avis éclairé sur le projet d’arrêté. Les solutions proposées n’expliquent pas plus, la pertinence de la modification du mode de calcul, ni de quelles manières, elles permettront de résoudre les difficultés de compréhension et de véracité des chiffres .   Pour toutes ces raisons l’association A.R.B.R.E émet un avis défavorable au projet d’arrêté.
Oui à la méthode de comptage CMR uniquement , le 27 mars 2024 à 15h51;Les acteurs dont les activités sont impactées par la prolifération du loups doivent pouvoir participer à sa mise en action
Méthode d’estimation de la population de loups, le 27 mars 2024 à 16h13;OUI à une participation du monde de la chasse au comptage des loups. Dans ce domaine non plus, le discours officiel ne reflète pas la réalité.
"Philippe,
 le 27.03.24, le 27 mars 2024 à 17h40";"Oui à une méthode de comptage fiable ; Oui à la participation des fédérations de chasse dans le déploiement de cette nouvelle méthode de comptage qui sont les seul à garantir un suivi stable et réaliste de l’évolution des espèces sauvages et notamment des Loups  de nos territoire."
méthode d’estimation de la population de loups, le 27 mars 2024 à 19h07;Oui à une méthode de comptage fiable . Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage . il faut diminuer drastiquement la population de loups , cela n’est plus tenable pour les  agriculteurs .  la population de gibiers subies un très lourd tribu , temps d’année de gestion anéanties en  si peux de temps , c’est inacceptable .
Stop au mensonge !!!, le 27 mars 2024 à 19h11;"Oui à une méthode de comptage plus fiable ; Oui à une participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage. Il faut arrêter de prendre les ruraux pour des débiles !!! les citadins veulent tout commander mais ne sont pas directement impliqué sur le terrain donc leur vision des choses est fausse."
Oui au CMR., le 27 mars 2024 à 19h12;Arrêtons de dépenser l’argent des français pour que le loup puisse se servir dans les troupeaux de nos agriculteurs. Nos ancêtres ont mis des décennies pour ne plus avoir à subir les attaques de cet animal. Aujourd’hui on veut nous faire croire qu’il peut cohabiter avec notre modèle agricole. Il est grand temps de se rendre à l’évidence. Le loup est bien trop intelligent pour que nous le laissions proliférer au beau milieu de nos zones agricoles. N’attendons pas qu’il soit trop tard pour le réguler. Je dis oui au CMR. Fabrice FDC 19
Projet d’arrêté relatif à la méthode d’estimation de loups, le 27 mars 2024 à 19h12;Oui à une méthode de comptage fiable . Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage . Il faut diminuer drastiquement la population de loups , cela n’est plus tenable pour les agriculteurs, les éleveurs et la faune sauvage. La population élevée de loup est en train de détruire la biodiversité.
Méthode de comptage fiable des loups. , le 27 mars 2024 à 19h21;"Oui à une méthode de comptage fiable ; Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
Oui à une méthode de comptage fiable, le 27 mars 2024 à 19h26;"Oui à une méthode de comptage fiable ; Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage De cette manière Nous saurons au moins le nombres effectif de loup en France"
Favorable à l’utilisation unique de la méthode CMR, le 27 mars 2024 à 19h53;Nos éleveurs qui subissent les attaques sont à bout. Les populations de mouflons qui avaient mis des décennies à coloniser notre partie des Alpes sont aujourd’hui réduites à néant, c’est maintenant au tour des chamois, des chevreuils et des cerfs. Que devons nous encore subir ? L’espace naturel français n’a rien à voir avec celui du Canada ou du Yellowstone. Nos voisins Suisses réalisent un virage à 180° dans la gestion de l’espèce loup et éliminent des meutes entières, pour une espèce pourtant protégée par une convention signée dans leur capitale !   La Commission Européenne propose par ailleurs de modifier le statut international du loup. Stop au dictat que subissent les ruraux de la part d’une frange de décideurs qui ne comprennent définitivement rien à rien en se satisfaisant d’une vision faussement emphatique, naïve et qui ne montre que le bon côté des choses. Non à une destruction systématique  Oui à une méthode de comptage fiable. Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
Méthodes comptage des loups, le 27 mars 2024 à 19h54;Je suis entièrement d’accord avec vos propositions de méthode de comptage
comptage loups, le 27 mars 2024 à 19h57;favorable a une méthode fiable de comptage. trop de loups, toute la faune en pâtie, il faut réguler plus
Nouveau Comptage Loup., le 27 mars 2024 à 19h59;Je suis favorable au nouveau comptage avec la participation du monde cynégétique et des acteurs du monde rural qui subisse un préjudice face aux attaques incessantes du loup sur les troupeaux,et la faune sauvage.
Methode de comptage, le 27 mars 2024 à 20h03;Oui pour l’application de cette methode de comptage CMR Oui pour une participation du monde cynegetique, du monde rural, des eleveurs, du pastoralisme pour cette methode.
favorable a la nouvelle méthode de comptage oui, le 27 mars 2024 à 20h06;"Oui pour une méthode de comptage fiable ; Oui pour une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
Méthode de comptage des loups, le 27 mars 2024 à 20h06;Je suis favorable à une méthode de comptage fiable et à la participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
méthode comptage loups, le 27 mars 2024 à 20h13;"Oui je suis pour une méthode de comptage fiable ;     Oui pour une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
