opinion,sujet,checked_text
," contre liste ESOD, le 22 juin 2023 à 22h06","contre liste ESOD. considérant le rôle important du renard dans la limitation de la propagation de la maladie de Lyme. Source étude publiée le NOMBRE juillet NOMBRE sur le site de Thé Royal Jet-society, je demande le retrait du renard de la liste des ESOD,,considérant la diminution de NOMBRE de la densité en période de reproduction des corneilles depuis NOMBRE en Normandie (source LPO Normandie en cours d’étude), je demande le retrait des corneilles de la liste des ESOD,,considérant la diminution de NOMBRE de la densité en période de reproduction des corbeaux freux depuis NOMBRE en Normandie (source LPO Normandie en cours d’étude), je demande le retrait des corbeaux freux de la liste des ESOD,,Considérant le rôle dans les écosystèmes de l’absence de preuves scientifiques et économiques objectives de la pie, martre, fouine, blaireau, je demande le retrait de la pie de la liste des ESOD"
," Je suis opposée à ce projet concernant les ESOD., le 22 juin 2023 à 22h04","Je suis opposée à ce projet concernant les ESOD.. La nuisibilité d’une espèce animale n’est pas un concept scientifique. La faune est protégée, uniquement si elle est jugée comme tolérable. ""Nuisible"" signifie surtout ""gênant"" pour les activités humaines. En France, dix neuf espèces peuvent être classées nuisibles, douze mammifères, sept oiseaux. E DOS, Espèces Susceptibles d’Occasionner des Dégâts, ce classement est justifié pour des raisons de santé de sécurité publique, pour la protection de la faune et flore sauvages, en prévention des dommages aux activités humaines agricoles, forestières, aquacoles…,Ce statut autorise toute destruction, tirs, piégeages tout au long de l’année par des particuliers ou des battues administratives.,Le renard roux, la martre, la belette, la fouine, le putois, la pie bavarde, le geai des chênes, la corneille noire, le corbeau freux, l’étourneau sansonnet sont présents naturellement sur le territoire. Environ NOMBRE mustélidés ( fouines, martres, belettes ) sont tués chaque année en France. Plus de NOMBRE renards sont victimes de la chasse, piégeage, vénerie sous terre. Ces ""mauvais nuisibles"" sont accusés de s’attaquer au gibier et sont donc en compétition avec les chasseurs.,Le renard roux, opportuniste par son alimentation, consomme des graines, des fruits, il joue un rôle dans la dispersion des plantes grâce à ses crottes. Prédateur, il réduit le nombre de rongeurs et donc de vecteurs. Des études scientifiques de terrain ont démontré qu’il fait baisser le nombre des tiques infectées et limite ainsi les risques de maladie de Lyme. C’est un allié précieux pour les agriculteurs. Un individu capture jusqu’à NOMBRE petits rongeurs par an. En réalité, les chasseurs cherchent à éliminer ce concurrent car il chasse lui aussi, perdrix, faisans, lapins, élevés et relâchés pour la chasse. Il n’est pas un vecteur de la rage. ,Le putois, la fouine, la martre, la belette, sont des prédateurs du surmulot vecteur de nombreuses zoonoses comme la myxomatose. Ils contrôle les populations de petits rongeurs, campagnols, mulots et ainsi le développement de l’antivirus très virulent dans le Jura. Ils protègent les cultures. Ils sont accusés par les chasseurs de déprédations sur les petits gibiers, lapins de garenne. Le putois est un nettoyeur efficace de la nature. Il mange des cadavres d’animaux et empêche la prolifération d’éléments pathogènes. Leurs populations sont en danger dans certaines régions françaises. Les mustélidés sont inscrits sur la liste des nubiles en France tandis que certains pays européens les protègent et encouragent leur réintroduction en raison de leur intérêt écologique. Le putois est protégé en Suisse, en Italie, en Belgique, au Luxembourg, au Royaume Uni…,Les geais et autres oiseaux participent à la dispersion des graines, des glands sélectionnant ainsi des espèces résistantes au changement climatique. Le geai prédateur naturel, est accusé du déclin de certaines espèces. Neufs et oisillons ne représentent qu’une partie infime de son alimentation. Les corbeaux freux, les corneilles se nourrissent de cadavres et assainissent la nature.,Tous ces animaux sont utiles dans la nature et donc à l’humain. Leur destruction est un gâchis écologique car ils sont prédateurs de nombreux rongeurs. Ils ne menacent ni la santé, ni la sécurité et ne portent aucunement atteinte à la faune ou à la flore. Ils vident être sortis de la liste des nuisibles. Ce classement est subjectif et étayé par des arguments toujours anthropocentrés. Les listes sont faites sous la pression des chasseurs et non des scientifiques. La gestion de la vie sauvage ne doit pas être sous la tutelle cynégétique. Il faut mettre fin à ces destructions à l’aveugle sont inutiles et indignes. Pièges, battues sont une menace pour les promeneurs et les animaux domestiques. On sait que la population des renards, comme d’autres animaux, s’autorégule en fonction des proies et territoires disponibles naturellement. Il est urgent de revoir cette liste des ESOD sur des bases scientifiques. Le patrimoine naturel n’est pas la propriété des chasseurs."
," Contre, le 22 juin 2023 à 22h04","Contre. Contre cette liste qui n’a aucun sens. ,L’homme est bien présomptueux de se placer en tant que « régulateur ». ,Le vivant se régule tout seul.,L’homme serait peut être à placer dans la liste dans la mesure où il remplit tous les critères"
," Favorable , le 22 juin 2023 à 22h03","Favorable . N’étant pas chasseur, j’ai un poulailler qui a été décimé par des fouines et des renards, la caméra du voisin ayant pris NOMBRE renards en caméra, et on entant les fouines régulièrement avec des œuf consommés dans notre pâture. Notre voisin à perdu NOMBRE oies cet hiver, un autre NOMBRE poules ! Sans piégeages nous n’allons plus avoir de gallinacés !"
," CONTRE cette liste, le 22 juin 2023 à 22h03","CONTRE cette liste. Je suis contre l’inscription des espèces ESOD :,Les dégâts soit disant causés par les espèces dites ESOD ne sont pas prouvés. Elles sont de base présumées coupables : aucune étude scientifique ne vient corroborer l’idée selon laquelle elles causent des dégâts à la santé, aux cultures ou aux autres espèces.,Aucune étude concernant la dynamique et l’état actuel des populations n’est menée ou prise en compte.,Les méthodes de destruction autorisées sont cruelles."
," Pour le projet d’application , le 22 juin 2023 à 22h03",Pour le projet d’application . Les Esod doivent être régulées afin de sauvegarder certaines faunes et flores .
," Favorable à la régulation , le 22 juin 2023 à 23h07",Favorable à la régulation . Je suis un homme de terrain la semaine dernière dans mon village NOMBRE poules un agneau prédaté par une renarde accompagnée de c’est petit. Oui nous avons besoin de régler les espèces occasionnant des dégâts !!!
," Esod, le 22 juin 2023 à 23h06",Esod. Pour le texte
," Sans titre, le 22 juin 2023 à 23h06",Sans titre. Je suis contre la destruction du monde animal.
," Sans titre, le 22 juin 2023 à 23h06","Sans titre. l’abattage d’animaux sous prétexte de,dégâts déclaratifs et non vérifiés !,Votre commentaire :,Bonjour,,L’élimination d’animaux dits ""espèces susceptibles d’occasionner des,dégâts"" ne devrait être permise que si ces dégâts sont bien réels et,constatés par une autorité indépendante. Or les listes et les,autorisations ne sont établies que sur du déclaratif d’usagers et de,chasseurs qui ne se soucient pas des êtres vivants sauvages qui les,entourent et des apports écosystémiques que cette faune apporte.,Certains modes d’élimination de ces espèces sont aussi particulièrement,cruels et non justifiés.,Aussi je souhaite :,L’interdiction du déterrage du renard à l’échelle nationale.,La reconnaissance du rôle bénéfique de toutes les espèces dans les,écosystèmes et vis-à-vis des activités humaines.,Une refonte de la procédure de classement qui est une instruction à,charge menée par les chasseurs et dont les données sont invérifiables.,L’interdiction de tuer ces espèces pour satisfaire les intérêts liés,à la chasse.,La mise en œuvre obligatoire de méthodes alternatives à la destruction,pour toutes les espèces.,Un zonage par espèce prenant en compte les dégâts constatés et la,présence d’exploitations agricoles, et l’interdiction de tuer ces,espèces en dehors des activités sensibles à leur présence.,L’exclusion de la belette de la liste ESOD.,Merci de prendre en compte ces légitimes revendications qui sont,nécessaires au XXième siècle.,Bien cordialement."
," Pour , le 22 juin 2023 à 23h06",Pour . Pour le projet
," FA, le 22 juin 2023 à 23h05","FA. Je suis opposé à ce projet de décret et à cette liste arbitraire, dictée notamment par les lobbies de la chasse, qui constitue un non sens écologique. Ces animaux ont toute leur place dans l’équilibre des écosystèmes, à fortiori dans ceux perturbés par l’homme."
," JE SUIS POUR LE CLASSEMENT ESOD, le 22 juin 2023 à 23h05",JE SUIS POUR LE CLASSEMENT ESOD. ce n est pas de la destruction comme certains veulent le faire croire mais de la régulation
," Contre la liste ESOD, le 22 juin 2023 à 23h05","Contre la liste ESOD. Bonjour,Je suis contre cette liste esod et je souhaite son annulation."
," Projet d’arrêté  , le 22 juin 2023 à 23h05",Projet d’arrêté . Non au projet d’arrêté
," pour la regularisation des especes susceptibles d’occasionner des dégats, le 22 juin 2023 à 23h05","pour la régularisation des espèces susceptibles d’occasionner des dégâts. je demande a ce que la régularisation des espèces susceptibles d’occasionner,des dégâts continue moi mémé j’ai eu mes NOMBRE poules détruites dans le poulailler,par la fouine je ne renoncerai jamais à piéger ceux qui veulent interdire le piégeage,sont’ils prêts à rembourser les dégâts !!!!!!!!!!"
