titre;date;heure;sujet;raw_text;checked_text;lemma;Opinion_estimée
Avis défavorable;28 mai 2025;09h07;Avis défavorable, le 28 mai 2025 à 09h07;Avis défavorable. Je m’oppose à ce projet d’arrêté, qui facilite encore les dérogations à la protection du loup, une espèce pourtant même plus strictement protégée. Ce texte marque un recul important en matière de biodiversité, en autorisant davantage de tirs sans garanties sérieuses d’avoir mis en place des moyens de protection réellement efficaces. Les « mesures de réduction de la vulnérabilité » prévues sont trop vagues, peu contrôlables, et souvent déjà obligatoires ailleurs. Ce projet d’arrêté traduit une tendance inquiétante : face aux difficultés de cohabitation entre élevage extensif et faune sauvage, on choisit encore une fois d’agir sur la faune plutôt que de réformer les pratiques humaines. Le loup, espèce sauvage emblématique, devient une variable d’ajustement d’un modèle agricole en crise, au lieu de repenser l’organisation du pastoralisme à long terme. Je demande son retrait, ou à tout le moins sa révision complète, avec l’implication de scientifiques, d’associations de protection de la nature, et de représentants du pastoralisme non létal. Irina Andryushchenko-Basquin;Avis défavorable. Je m’oppose à ce projet d’arrêté, qui facilite encore les dérogations à la protection du loup, une espèce pourtant même plus strictement protégée. Ce texte marque un recul important en matière de biodiversité, en autorisant davantage de tirs sans garanties sérieuses d’avoir mis en place des moyens de protection réellement efficaces. Les « mesures de réduction de la vulnérabilité » prévues sont trop vagues, peu contrôlables, et souvent déjà obligatoires ailleurs. Ce projet d’arrêté traduit une tendance inquiétante : face aux difficultés de cohabitation entre élevage extensif et faune sauvage, on choisit encore une fois d’agir sur la faune plutôt que de réformer les pratiques humaines. Le loup, espèce sauvage emblématique, devient une variable d’ajustement d’un modèle agricole en crise, au lieu de repenser l’organisation du pastoralisme à long terme. Je demande son retrait, ou à tout le moins sa révision complète, avec l’implication de scientifiques, d’associations de protection de la nature, et de représentants du pastoralisme non létal. Irina Andryushchenko-Pasquin;avis défavorable opposer projet arrêté faciliter dérogation protection loup espèce pourtant strictement protéger texte marque recul important matière biodiversité autoriser davantage tir garantie sérieux mis place moyen protection réellement efficace mesure réduction vulnérabilité prévoir trop vague contrôlable obligatoire ailleurs projet arrêté traduire tendance inquiétant face difficulté cohabitation élevage extensif faune sauvage choisir fois agir faune réformer pratique humain loup espèce sauvage emblématique devenir variable ajustement modèle agricole crise lieu repenser organisation pastoralisme long terme demande retrait révision complet implication scientifique association protection nature représentant pastoralisme non létal irina andryushchenko pasquin;Défavorable
Avis défavorable;28 mai 2025;08h58;Avis défavorable, le 28 mai 2025 à 08h58;Avis défavorable. Les large part des Français est contre les dérogations pour l’abattage du loup. Seule une minorité pour des buts lucratifs veulent les faire disparaitre. On peut comprendre le désarroi des agriculteurs dans certaines situations, mais des solutions alternatives existent. La cohabitation avec le loup est possible.;Avis défavorable. Les large part des Français est contre les dérogations pour l’abattage du loup. Seule une minorité pour des buts lucratifs veulent les faire disparaître. On peut comprendre le désarroi des agriculteurs dans certaines situations, mais des solutions alternatives existent. La cohabitation avec le loup est possible.;avis défavorable large part français contre dérogation pour abattage loup minorité pour but lucratif vouloir faire disparaître comprendre désarroi agriculteur situation solution alternative exister cohabitation loup;Défavorable
contre la traque des loups;28 mai 2025;08h57;contre la traque des loups, le 28 mai 2025 à 08h57;contre la traque des loups. Arrêtez de traquer et de tuer les loups, ils sont déjà trop peu nombreux, ils ont le droit de vivre tout comme vous. Ceux qui veulent la peau des loups sont les premiers tueurs d’animaux puisque ce sont des éleveurs ! ceux-ci préfèrent les emmener à l abattoir, ça rapporte davantage évidemment ! au final les animaux sont tués ! Vous savez quoi, vous devriez bétonner la terre entière, comme ça plus de nature, plus d’animaux sauvages …;contre la traque des loups. Arrêtez de traquer et de tuer les loups, ils sont déjà trop peu nombreux, ils ont le droit de vivre tout comme vous. Ceux qui veulent la peau des loups sont les premiers tueurs d’animaux puisque ce sont des éleveurs ! ceux-ci préfèrent les emmener à l abattoir, ça rapporte davantage évidemment ! au final les animaux sont tués ! Vous savez quoi, vous devriez bétonner la terre entière, comme ça plus de nature, plus d’animaux sauvages …;contre traque loup arrêter traquer tuer loup trop droit vivre vouloir peau loup premier tueur animal éleveur préférer emmener l abattoir rapporter davantage évidemment final animal tuer savoir devoir bétonner terrer entier nature animal sauvage;Défavorable
FAVORABLE;28 mai 2025;15h03;FAVORABLE, le 28 mai 2025 à 15h03;FAVORABLE. Bonjour . Je suis favorable au projet de simplification des tirs de loup. Cordialement;FAVORABLE. Bonjour . Je suis favorable au projet de simplification des tirs de loup. Cordialement;favorable bonjour favorable projet simplification tir loup cordialement;Favorable
Favorable ;28 mai 2025;15h01;Favorable , le 28 mai 2025 à 15h01;Favorable . Il faut pouvoir défendre nos troupeau qui servent a nourrir la population française, comme nous le ferions pour défendre nos enfants ! L’agriculture française fait face a de nombreuses contraintes donc arrêtons de lui en mettre de nouvelles !;Favorable . Il faut pouvoir défendre nos troupeau qui servent a nourrir la population française, comme nous le ferions pour défendre nos enfants ! L’agriculture française fait face a de nombreuses contraintes donc arrêtons de lui en mettre de nouvelles !;favorable falloir pouvoir défendre troupeau servir nourrir population français faire pour défendre enfant agriculture français face contrainte arrêter mettre nouveau;Favorable
Avis défavorable ;29 mai 2025;06h52;Avis défavorable , le 29 mai 2025 à 06h52;Avis défavorable . Cohabiter avec le loup c’est renouer avec la nature. Lorsqu’il s’agit des pesticides dans l’agriculture il ne faut ni faire mieux, ni moins que nos voisins mais pour le loup on peut faire moins ! En Espagne et en Italie la cohabitation se passe très bien. Il est temps de prendre des décisions politiques basées sur les faits et non pas sur les sentiments. Il serait préférable d’avoir un plan validé par toutes les parties afin d’être le plus efficace possible sans autorisation d’abattage du loup. Des mesures de protection efficaces existants et sont appliquées chez nos voisins européens. Revoir la copie de ce projet semble une nécessité.;Avis défavorable . Cohabiter avec le loup c’est renouer avec la nature. Lorsqu’il s’agit des pesticides dans l’agriculture il ne faut ni faire mieux, ni moins que nos voisins mais pour le loup on peut faire moins ! En Espagne et en Italie la cohabitation se passe très bien. Il est temps de prendre des décisions politiques basées sur les faits et non pas sur les sentiments. Il serait préférable d’avoir un plan validé par toutes les parties afin d’être le plus efficace possible sans autorisation d’abattage du loup. Des mesures de protection efficaces existants et sont appliquées chez nos voisins européens. Revoir la copie de ce projet semble une nécessité.;avis défavorable cohabiter loup renouer nature lorsqu’ agir pesticide agriculture falloir faire mieux voisin pour loup faire espagne italie cohabitation passe bien temps prendre décision politique baser fait non sentiment préférable plan valider partie efficace autorisation abattage loup mesure protection efficace existant appliquer voisin européen revoir copie projet nécessiter;Défavorable
Défavorable ;29 mai 2025;00h39;Défavorable , le 29 mai 2025 à 00h39;Défavorable . Avis défavorable concernant cette modification.;Défavorable . Avis défavorable concernant cette modification.;défavorable avis défavorable modification;Défavorable
Défavorable ;29 mai 2025;00h48;Défavorable , le 29 mai 2025 à 00h48;Défavorable . Le loup est indispensable à l’éco système. De nombreuses recherches sérieuses le prouve. Je suis défavorable à cette modification.;Défavorable . Le loup est indispensable à l’éco système. De nombreuses recherches sérieuses le prouve. Je suis défavorable à cette modification.;défavorable loup indispensable éco système rechercher sérieux prouver défavorable modification;Défavorable
Abattage des loups. Nouveau projet;29 mai 2025;01h21;Abattage des loups. Nouveau projet, le 29 mai 2025 à 01h21;Abattage des loups. Nouveau projet. Je suis DÉFAVORABLE à ce projet d’abattage. Laissez le loup en paix. Il a été introduit sur notre territoire, ce n’est pas pour le tuer. Les éleveurs doivent protéger leurs animaux avec des chiens de protection et d’autres moyens matériels (barrages, etc ).;Abattage des loups. Nouveau projet. Je suis DÉFAVORABLE à ce projet d’abattage. Laissez le loup en paix. Il a été introduit sur notre territoire, ce n’est pas pour le tuer. Les éleveurs doivent protéger leurs animaux avec des chiens de protection et d’autres moyens matériels (barrages, etc ).;abattage loup projet défavorable projet abattage laisser loup paix été introduire territoire pour tuer éleveur protéger animal chien protection moyen matériel barrage;Défavorable
Favorable ;29 mai 2025;01h39;Favorable , le 29 mai 2025 à 01h39;Favorable . Arrêtons de gérer la faune sauvage depuis un canapé;Favorable . Arrêtons de gérer la faune sauvage depuis un canapé;favorable arrêter gérer faune sauvage canapé;Favorable
défavorable;29 mai 2025;03h48;défavorable, le 29 mai 2025 à 03h48;défavorable. la majorité des éleveurs sont hostiles aux loups depuis que le premier a franchi notre frontière, ils ne veulent absolument pas mettre en place les mesures nécessaires pour protéger leurs troupeaux, mais pour toucher l’argent publique ils répondent présent. le loup est une richesse comme l’ours, beaucoup de pays vivent avec le loup et l’ours mais le France est complétement rétrograde en matière de biodiversité.;défavorable. la majorité des éleveurs sont hostiles aux loups depuis que le premier a franchi notre frontière, ils ne veulent absolument pas mettre en place les mesures nécessaires pour protéger leurs troupeaux, mais pour toucher l’argent publique ils répondent présent. le loup est une richesse comme l’ours, beaucoup de pays vivent avec le loup et l’ours mais le France est complètement rétrograde en matière de biodiversité.;défavorable majorité éleveur hostile loup franchir frontière vouloir absolument mettre place mesure nécessaire pour protéger troupeau pour toucher argent public répondre présent loup richesse ours beaucoup pays vivre loup ours complètement rétrograde matière biodiversité;Défavorable
Défavorable ;29 mai 2025;06h08;Défavorable , le 29 mai 2025 à 06h08;Défavorable . La faune sauvage se réduit à peau de chagrin à cause de la pression que les hommes exercent sur elle. Hors la biodiversité est en danger. Le loup fait autant partie de la nature que le mouton. Il y a toute sa place et il est prouvé qu’il régule le cycle de la vie dans le monde sauvage. Prenons exemple sur nos voisins qui acceptent la présence du loup. Et notamment revenons à un élevage plus adapté à la présence du loup. Les troupeaux de milliers de bêtes sont une hérésie et font subir à l’environnement une pression trop importante à la montagne.;Défavorable . La faune sauvage se réduit à peau de chagrin à cause de la pression que les hommes exercent sur elle. Hors la biodiversité est en danger. Le loup fait autant partie de la nature que le mouton. Il y a toute sa place et il est prouvé qu’il régule le cycle de la vie dans le monde sauvage. Prenons exemple sur nos voisins qui acceptent la présence du loup. Et notamment revenons à un élevage plus adapté à la présence du loup. Les troupeaux de milliers de bêtes sont une hérésie et font subir à l’environnement une pression trop importante à la montagne.;défavorable faune sauvage réduit peau chagrin cause pression homme exercer biodiversité danger loup autant partie nature mouton place prouver régule cycle vie monde sauvage prendre exemple voisin accepter présence loup revenir élevage adapté présence loup troupeau millier bête hérésie subir environnement pression trop important montagne;Défavorable
